Episode,Train_Reward,Train_Loss,Train_Accuracy,Learning_Rate,Episode_Length,Val_Accuracy,Val_Reward
62,9836,0.033350149295060326,0.9795241809672387,9.629132173830569e-05,10256,0.9678746327130264,9554
63,9955,0.030913707604017893,0.9832055140277643,9.617230062357071e-05,10301,0.9678746327130264,9554
64,9984,0.02987996490587434,0.9825053160641793,9.605147644461062e-05,10346,0.9678746327130264,9554
65,10019,0.029517315356667642,0.9820998941391589,9.59288539713571e-05,10391,0.9678746327130264,9554
66,10074,0.028816540022352094,0.9826561901111537,9.580443804473545e-05,10436,0.9694327328478344,9798
67,10081,0.02839393330951741,0.980917851350062,9.567823357647342e-05,10481,0.9694327328478344,9798
68,10105,0.028517796443351527,0.9799563028403154,9.555024554890732e-05,10527,0.9694327328478344,9798
69,10186,0.02807200421590458,0.9817442300416194,9.542047901478532e-05,10572,0.9694327328478344,9798
70,10245,0.027713086309392676,0.9824809268154846,9.5288939097068e-05,10617,0.9694327328478344,9798
71,10258,0.027636411846577814,0.9810542112174077,9.515563098872606e-05,10662,0.9701744513224536,10026
72,10305,0.029823999864511046,0.9812272345194732,9.50205599525354e-05,10707,0.9701744513224536,10026
73,10379,0.02909693359846427,0.9826095043243745,9.488373132086921e-05,10753,0.9701744513224536,10026
74,10412,0.02867140291741,0.9821263196888312,9.474515049548759e-05,10798,0.9701744513224536,10026
75,10439,0.028017829009290965,0.9813704694272802,9.460482294732424e-05,10843,0.9701744513224536,10026
76,10524,0.027763628045329312,0.9832843497428362,9.446275421627048e-05,10888,0.9680382072005878,10192
77,10509,0.028140884256044052,0.9806091649135644,9.431894991095656e-05,10933,0.9680382072005878,10192
78,10574,0.028119633673946633,0.9815995627618874,9.417341570853022e-05,10978,0.9680382072005878,10192
79,10648,0.027694769593840058,0.9829462989840348,9.402615735443255e-05,11024,0.9680382072005878,10192
80,10695,0.027882818408064395,0.9831059716324871,9.387718066217127e-05,11069,0.9680382072005878,10192
81,10724,0.027497216817715577,0.9824545618139284,9.372649151309107e-05,11114,0.9696778837502249,10440
82,10759,0.029465091742744757,0.9820772470651492,9.357409585614154e-05,11159,0.9696778837502249,10440
83,10828,0.028055805895354176,0.9832202784719742,9.341999970764228e-05,11204,0.9696778837502249,10440
84,10888,0.028108490010392336,0.9839111111111111,9.326420915104537e-05,11250,0.9696778837502249,10440
85,10929,0.02789374222626869,0.9837981407702523,9.310673033669524e-05,11295,0.9696778837502249,10440
86,10948,0.027907199838208576,0.9827160493827161,9.294756948158582e-05,11340,0.9694885361552028,10648
87,11015,0.027811142348724862,0.9837505489679402,9.278673286911514e-05,11385,0.9694885361552028,10648
88,11058,0.027497479095969477,0.9837270341207349,9.262422684883728e-05,11430,0.9694885361552028,10648
89,11039,0.027624270918825744,0.9810021786492374,9.246005783621164e-05,11475,0.9694885361552028,10648
90,11149,0.027746727960338616,0.9838555680930475,9.229423231234976e-05,11521,0.9694885361552028,10648
91,11160,0.027813543534811736,0.9824485561127443,9.212675682375939e-05,11566,0.9699118104789901,10870
92,11209,0.028777681964629816,0.9826888295581776,9.195763798208604e-05,11611,0.9699118104789901,10870
93,11214,0.02708715481327095,0.9810398078242965,9.1786882463852e-05,11656,0.9699118104789901,10870
94,11295,0.026857767539894314,0.9826510554653448,9.161449701019275e-05,11701,0.9699118104789901,10870
95,11300,0.02676276024839326,0.9810148135535501,9.144048842659083e-05,11746,0.9699118104789901,10870
96,11370,0.026614240668481847,0.982106512890095,9.126486358260718e-05,11792,0.9704036635006784,11094
97,11439,0.027089637102968498,0.9831883078482724,9.108762941160993e-05,11837,0.9704036635006784,11094
98,11458,0.026586734786768568,0.9821578858777984,9.090879291050064e-05,11882,0.9704036635006784,11094
99,11535,0.025917209180808608,0.9835666974092395,9.072836113943817e-05,11927,0.9704036635006784,11094
100,11566,0.02606749443310561,0.9830437687938524,9.054634122155992e-05,11972,0.9704036635006784,11094
101,11640,0.026105568201784377,0.9842735896155766,9.036274034270054e-05,12018,0.9715426859710434,11334
102,11615,0.026940137207505616,0.9814308215203514,9.017756575110841e-05,12063,0.9715426859710434,11334
103,11700,0.026333899037151925,0.9831516352824579,8.999082475715928e-05,12108,0.9715426859710434,11334
104,11731,0.025599776266894803,0.9826380317617049,8.980252473306786e-05,12153,0.9715426859710434,11334
105,11760,0.02632228887007682,0.9820462370880472,8.961267311259669e-05,12198,0.9715426859710434,11334
106,11653,0.030539260353669547,0.975904598546108,8.942127739076266e-05,12243,0.9705137629665932,11521
107,11783,0.03037554674915771,0.979412482708113,8.922834512354113e-05,12289,0.9705137629665932,11521
108,11900,0.029412232164126806,0.9824063564131669,8.90338839275677e-05,12334,0.9705137629665932,11521
109,11951,0.02934285051561245,0.9827126585346151,8.883790147983737e-05,12379,0.9705137629665932,11521
110,11964,0.02879285392896719,0.9814874436574372,8.864040551740159e-05,12424,0.9705137629665932,11521
111,12069,0.028171953458820884,0.9839602213489453,8.844140383706285e-05,12469,0.9716897906808886,11763
112,11935,0.03392888180672664,0.9768278066320415,8.824090429506671e-05,12515,0.9716897906808886,11763
113,12072,0.031470364791557646,0.9805732484076433,8.803891480679177e-05,12560,0.9716897906808886,11763
114,12171,0.029987394795352236,0.9827846092820309,8.783544334643719e-05,12605,0.9716897906808886,11763
115,12214,0.029274236843534727,0.9827667984189723,8.763049794670779e-05,12650,0.9716897906808886,11763
116,12257,0.0284582457789075,0.9827491138243403,8.742408669849706e-05,12695,0.9717999212288303,11979
117,12318,0.028275439827381288,0.9834379905808477,8.721621775056763e-05,12740,0.9717999212288303,11979
118,12360,0.027879012380542353,0.9833411543876115,8.700689930922965e-05,12786,0.9717999212288303,11979
119,12411,0.02781652809934306,0.983633387888707,8.679613963801677e-05,12831,0.9717999212288303,11979
120,12404,0.027792328531010775,0.9816713264989128,8.658394705735991e-05,12876,0.9717999212288303,11979
121,12479,0.0269104026603751,0.9828960606764182,8.637032994425885e-05,12921,0.9726027397260274,12213
122,12498,0.027618716591388762,0.981952799629801,8.615529673195142e-05,12966,0.9726027397260274,12213
123,12574,0.02597609683152307,0.9831693821088227,8.593885590958068e-05,13012,0.9726027397260274,12213
124,12599,0.02583759972084055,0.9824615148962242,8.572101602185968e-05,13057,0.9726027397260274,12213
125,12710,0.025565008905990904,0.9850404518394138,8.550178566873414e-05,13102,0.9726027397260274,12213
126,12663,0.025230039645387625,0.98159275880429,8.528117350504308e-05,13147,0.9720848862858447,12413
127,12728,0.025151122367810662,0.9824135839902971,8.505918824017695e-05,13192,0.9720848862858447,12413
128,12783,0.02513140991940217,0.9828510991916597,8.48358386377339e-05,13237,0.9720848862858447,12413
129,12843,0.02535829318846198,0.9834374764736882,8.46111335151738e-05,13283,0.9720848862858447,12413
130,12884,0.024990165860196915,0.983343337334934,8.438508174347015e-05,13328,0.9720848862858447,12413
131,12933,0.025020678261638157,0.9835489418978539,8.41576922467598e-05,13373,0.9730800867419427,12653
132,12940,0.025482955687996686,0.9821881055298852,8.392897400199076e-05,13418,0.9730800867419427,12653
133,13025,0.024764245270565956,0.9837331946817203,8.369893603856768e-05,13463,0.9730800867419427,12653
134,13051,0.024520913474124568,0.9830483381449404,8.34675874379955e-05,13509,0.9730800867419427,12653
135,13078,0.024050323647785407,0.9824406079386159,8.32349373335208e-05,13554,0.9730800867419427,12653
136,13151,0.02397742809384543,0.9835282006029855,8.300099490977137e-05,13599,0.9717626296051181,12831
137,13194,0.02387154635893958,0.9835092348284961,8.276576940239353e-05,13644,0.9717626296051181,12831
138,13247,0.02404132430681567,0.9838556505223172,8.252927009768754e-05,13689,0.9717626296051181,12831
139,13276,0.023804749293630266,0.9833260521333916,8.229150633224096e-05,13734,0.9717626296051181,12831
140,13378,0.023722329716561755,0.9854136429608128,8.205248749256017e-05,13780,0.9717626296051181,12831
141,13363,0.02387506054183822,0.9832911392405064,8.181222301469969e-05,13825,0.9727305605786618,13071
142,13376,0.025459914981648086,0.9821917808219178,8.15707223838897e-05,13870,0.9727305605786618,13071
143,13441,0.024431685750324852,0.9829680201221703,8.132799513416161e-05,13915,0.9727305605786618,13071
144,13476,0.024122935783249436,0.9826647564469914,8.108405084797158e-05,13960,0.9727305605786618,13071
145,13538,0.024068688648692625,0.9832928744823647,8.083889915582238e-05,14006,0.9727305605786618,13071
146,13547,0.02402200485416882,0.9820653334282258,8.0592549735883e-05,14051,0.9719592911536545,13263
147,13648,0.024038840798311867,0.9841089670828603,8.034501231360675e-05,14096,0.9719592911536545,13263
148,13701,0.023873151010701896,0.9844424015274733,8.009629666134721e-05,14141,0.9719592911536545,13263
149,13740,0.02386901039662278,0.9842802763287748,7.984641259797245e-05,14186,0.9719592911536545,13263
150,13775,0.024050317037123937,0.9839786381842457,7.959536998847744e-05,14231,0.9719592911536545,13263
151,13797,0.02414651782079485,0.9831897457449044,7.934317874359453e-05,14277,0.9721930377530293,13483
152,13854,0.02424134354019555,0.9836614997905321,7.908984881940225e-05,14322,0.9721930377530293,13483
153,13937,0.023238322990874843,0.9850351499965198,7.883539021693224e-05,14367,0.9721930377530293,13483
154,13990,0.02275122284756812,0.9853594227033028,7.857981298177445e-05,14412,0.9721930377530293,13483
155,13981,0.02275442629227022,0.9835373867330705,7.832312720368047e-05,14457,0.9721930377530293,13483
156,14069,0.02258389055011172,0.9850375784320485,7.806534301616531e-05,14503,0.9722126456595187,13697
157,14066,0.022348900146460137,0.9834341490239208,7.78064705961073e-05,14548,0.9722126456595187,13697
158,14219,0.02224743556821785,0.9871856369492222,7.754652016334632e-05,14593,0.9722126456595187,13697
159,14146,0.022305169014008478,0.9831944254679601,7.728550198028036e-05,14638,0.9722126456595187,13697
160,14187,0.021860555851412642,0.983109718722332,7.702342635146033e-05,14683,0.9722126456595187,13697
161,14268,0.02226168577228764,0.9843834872351983,7.676030362318333e-05,14728,0.9735198261814232,13948
162,14248,0.02380147896331604,0.9821984567483417,7.649614418308414e-05,14774,0.9735198261814232,13948
163,14321,0.022723925548107687,0.9831972467777853,7.623095845972511e-05,14819,0.9735198261814232,13948
164,14402,0.022112816836614393,0.9844590958019376,7.596475692218458e-05,14864,0.9735198261814232,13948
165,14479,0.022167493857425093,0.9855791803608559,7.569755007964338e-05,14909,0.9735198261814232,13948
166,14502,0.02224178830955065,0.9848869867593955,7.542934848097015e-05,14954,0.9719807409388792,14116
167,7288,0.02225424963263795,0.9858666666666667,7.516016271430479e-05,7500,0.9719807409388792,14116
168,7343,0.021681786911355947,0.9866136514247846,7.489000340664043e-05,7545,0.9719807409388792,14116
169,7382,0.021673555255128863,0.9862977602108037,7.461888122340395e-05,7590,0.9719807409388792,14116
170,7443,0.020991526676626106,0.987426326129666,7.43468068680349e-05,7635,0.9719807409388792,14116
171,7488,0.02068499735645067,0.9875,7.407379108156299e-05,7680,0.970703125,7230
172,7517,0.02082259678405417,0.986537216828479,7.379984464218397e-05,7725,0.970703125,7230
173,7577,0.018780823428041896,0.9875176939904774,7.35249783648342e-05,7771,0.970703125,7230
174,7628,0.01759879252880034,0.9879733879222109,7.324920310076367e-05,7816,0.970703125,7230
175,7651,0.01704671150021873,0.9866429207479964,7.297252973710758e-05,7861,0.970703125,7230
176,7720,0.01567726527405971,0.9882367821907412,7.269496919645663e-05,7906,0.9711611434353655,7450
177,7733,0.015413892827544457,0.9862910325745189,7.241653243642564e-05,7951,0.9711611434353655,7450
178,7804,0.01442204456887147,0.9879939969984992,7.213723044922119e-05,7996,0.9711611434353655,7450
179,7846,0.012996949199473615,0.9878139766227306,7.18570742612075e-05,8042,0.9711611434353655,7450
180,7897,0.012112445724193278,0.9882527513292939,7.157607493247112e-05,8087,0.9711611434353655,7450
181,7908,0.012225497450462057,0.9862272503689129,7.129424355638444e-05,8132,0.969626168224299,7638
182,7941,0.013721101493849168,0.9855692796869268,7.10115912591676e-05,8177,0.969626168224299,7638
183,8018,0.012669947832436315,0.9875942593043056,7.072812919944931e-05,8222,0.969626168224299,7638
184,8056,0.012255587677603017,0.9871794871794872,7.044386856782633e-05,8268,0.969626168224299,7638
185,8087,0.012596126589493334,0.986406832671719,7.015882058642168e-05,8313,0.969626168224299,7638
186,8132,0.012583353851143415,0.9864800191433357,6.987299650844156e-05,8358,0.9693706628379996,7846
187,8193,0.012254933637296322,0.9875044626918957,6.958640761773115e-05,8403,0.9693706628379996,7846
188,8252,0.01234675561291817,0.9883996212121212,6.929906522832918e-05,8448,0.9693706628379996,7846
189,8261,0.012148011740131276,0.9863416931590722,6.901098068402114e-05,8493,0.9693706628379996,7846
190,8335,0.012194146938762258,0.9880548073544911,6.872216535789157e-05,8539,0.9693706628379996,7846
191,8354,0.01236027414378435,0.9866029822926374,6.843263065187504e-05,8584,0.9690121155638397,8052
192,8379,0.014408935109726602,0.9855139645381852,6.814238799630593e-05,8629,0.9690121155638397,8052
193,8468,0.013504423109417473,0.988125432326493,6.785144884946734e-05,8674,0.9690121155638397,8052
194,8513,0.013514767862228955,0.9881867186603969,6.755982469713863e-05,8719,0.9690121155638397,8052
195,8539,0.013447027245623576,0.9871078151739875,6.726752705214197e-05,8765,0.9690121155638397,8052
196,8596,0.013490409655488549,0.9878547105561861,6.697456745388787e-05,8810,0.9698070374574347,8278
197,8603,0.013280632628552839,0.9857707509881423,6.66809574679197e-05,8855,0.9698070374574347,8278
198,8698,0.01343797117119833,0.9886516853932584,6.63867086854569e-05,8900,0.9698070374574347,8278
199,8705,0.013654634751438837,0.9865846841811068,6.609183272293762e-05,8945,0.9698070374574347,8278
200,8742,0.013310606490760562,0.9862068965517241,6.579634122155994e-05,8990,0.9698070374574347,8278
201,8810,0.013283853218799511,0.9874944665781319,6.550024584682236e-05,9036,0.9716688800354139,8524
202,8855,0.013574803234766663,0.9875564365158023,6.520355828806327e-05,9081,0.9716688800354139,8524
203,8862,0.012774230028497438,0.9855358316896778,6.490629025799951e-05,9126,0.9716688800354139,8524
204,8921,0.012706368071876674,0.9863700795987351,6.460845349226387e-05,9171,0.9716688800354139,8524
205,8976,0.012428958071420007,0.9869791666666666,6.43100597489419e-05,9216,0.9716688800354139,8524
206,9038,0.012512603024867648,0.9879075793565105,6.401112080810765e-05,9262,0.9710645648887929,8726
207,9057,0.012313749291108522,0.9865692489524014,6.371164847135864e-05,9307,0.9710645648887929,8726
208,9120,0.012097947242654524,0.9875962360992301,6.341165456134994e-05,9352,0.9710645648887929,8726
209,9155,0.012130113368005261,0.987123550069171,6.311115092132748e-05,9397,0.9710645648887929,8726
210,9178,0.012032000894342237,0.9860199110357974,6.281014941466036e-05,9442,0.9710645648887929,8726
211,9247,0.012131951110666441,0.9873511120480658,6.250866192437273e-05,9487,0.9699588911141562,8917
212,9277,0.01282578694505085,0.986572957096402,6.220670035267443e-05,9533,0.9699588911141562,8917
213,9282,0.011967223868622196,0.9845479223219878,6.190427662049129e-05,9578,0.9699588911141562,8917
214,9363,0.011793149843062954,0.986490699366102,6.160140266699443e-05,9623,0.9699588911141562,8917
215,9422,0.011603282055899233,0.9872776168804303,6.129809044912892e-05,9668,0.9699588911141562,8917
216,9465,0.011769612998243594,0.9872336044476475,6.099435194114177e-05,9713,0.970554926387316,9141
217,9489,0.012004576851415321,0.986166615431909,6.069019913410918e-05,9759,0.970554926387316,9141
218,9586,0.012097795287478504,0.9888820889432884,6.038564403546321e-05,9804,0.970554926387316,9141
219,9589,0.012091708335783309,0.986800690425424,6.008069866851764e-05,9849,0.970554926387316,9141
220,9614,0.012566886357210516,0.9858500101071357,5.9775375071993425e-05,9894,0.970554926387316,9141
221,9675,0.012580409222024315,0.9867189858134621,5.946968529954336e-05,9939,0.9705201730556394,9353
222,9734,0.013550695203542627,0.987479967948718,5.916364141927623e-05,9984,0.9705201730556394,9353
223,9760,0.012318494843269382,0.9865403788634097,5.8857255513280384e-05,10030,0.9705201730556394,9353
224,9805,0.012385686537685339,0.9866004962779157,5.85505396771468e-05,10075,0.9705201730556394,9353
225,9872,0.012133727451589,0.9877470355731225,5.824350601949149e-05,10120,0.9705201730556394,9353
226,9909,0.011964445178322788,0.9874077717658633,5.7936166661477535e-05,10165,0.9713723561239548,9583
227,9942,0.011926533062301528,0.9868756121449559,5.7628533736336545e-05,10210,0.9713723561239548,9583
228,10020,0.012018024905003765,0.9884945397815913,5.7320619388889645e-05,10256,0.9713723561239548,9583
229,10043,0.012234191559568397,0.9874769439860208,5.701243577506804e-05,10301,0.9713723561239548,9583
230,10078,0.01199623083056599,0.9870481345447516,5.670399506143311e-05,10346,0.9713723561239548,9583
231,10109,0.01196353859807016,0.986430564911943,5.63953094246961e-05,10391,0.9705514387450679,9779
232,10172,0.012868430095387162,0.9873514756611729,5.608639105123738e-05,10436,0.9705514387450679,9779
233,10221,0.01195726542566423,0.9875966033775403,5.5777252136625406e-05,10481,0.9705514387450679,9779
234,10243,0.011716177324067996,0.9865108767930084,5.5467904885135175e-05,10527,0.9705514387450679,9779
235,10320,0.011813701710346071,0.9880817253121453,5.51583615092665e-05,10572,0.9705514387450679,9779
236,10335,0.01190024593849308,0.9867194122633512,5.4848634229261836e-05,10617,0.9725911274371292,10035
237,10400,0.011743984374686232,0.9877133746013881,5.4538735272623845e-05,10662,0.9725911274371292,10035
238,10433,0.011721982001449189,0.987204632483422,5.422867687363271e-05,10707,0.9725911274371292,10035
239,10483,0.011675170408854353,0.9874453640844415,5.391847127286313e-05,10753,0.9725911274371292,10035
240,10542,0.01187952621688357,0.9881459529542508,5.3608130716701046e-05,10798,0.9725911274371292,10035
241,10531,0.011814726084870317,0.9856128377755233,5.329766745686024e-05,10843,0.9722401549386701,10241
242,10562,0.013216143899099747,0.9850293901542984,5.298709374989862e-05,10888,0.9722401549386701,10241
243,10641,0.012345200563585635,0.9866459343272661,5.267642185673433e-05,10933,0.9722401549386701,10241
244,10736,0.012356117899481874,0.9889779559118237,5.236566404216177e-05,10978,0.9722401549386701,10241
245,10718,0.012285962433396927,0.986121190130624,5.2054832574367366e-05,11024,0.9722401549386701,10241
246,10785,0.012343960209184317,0.9871713795284127,5.174393972444522e-05,11069,0.97190351431927,10447
247,10840,0.01222582342256284,0.9876732049667086,5.143299776591272e-05,11114,0.97190351431927,10447
248,10851,0.012457741719501338,0.9861994802401649,5.112201897422597e-05,11159,0.97190351431927,10447
249,10920,0.012614007031667901,0.9873259550160657,5.0811015626295185e-05,11204,0.97190351431927,10447
250,11002,0.012577564660790894,0.9889777777777777,5.050000000000001e-05,11250,0.97190351431927,10447
251,10961,0.01265538895732322,0.9852146967684816,5.018898437370484e-05,11295,0.9709606020362993,10639
252,11068,0.01409145427217528,0.9880070546737213,4.987798102577405e-05,11340,0.9709606020362993,10639
253,11049,0.01303266226334459,0.9852437417654809,4.956700223408729e-05,11385,0.9709606020362993,10639
254,11158,0.013064009018286358,0.9881014873140858,4.92560602755548e-05,11430,0.9709606020362993,10639
255,11183,0.012963135028136225,0.9872766884531591,4.894516742563266e-05,11475,0.9709606020362993,10639
256,11271,0.012942114322479107,0.9891502473743599,4.8634335957838245e-05,11521,0.9723982293203715,10885
257,11234,0.01301703432481724,0.9856475877572194,4.832357814326571e-05,11566,0.9723982293203715,10885
258,11285,0.013014014527882959,0.9859615881491689,4.8012906250101425e-05,11611,0.9723982293203715,10885
259,11350,0.013167838299066974,0.9868737131091283,4.77023325431398e-05,11656,0.9723982293203715,10885
260,11421,0.012893488327570644,0.9880352106657551,4.739186928329901e-05,11701,0.9723982293203715,10885
261,11454,0.012899717670708683,0.9875702366763154,4.7081528727136934e-05,11746,0.9733526306827857,11120
262,11498,0.013454608545969781,0.987533921302578,4.677132312636734e-05,11792,0.9733526306827857,11120
263,11575,0.012427309392036,0.9889330066739883,4.646126472737622e-05,11837,0.9733526306827857,11120
264,11572,0.012307982899175627,0.9869550580710318,4.6151365770738234e-05,11882,0.9733526306827857,11120
265,11641,0.012231200176790991,0.9880103965791901,4.584163849073356e-05,11927,0.9733526306827857,11120
266,11668,0.01219611449182963,0.9873037086535249,4.553209511486489e-05,11972,0.9728533244236552,11322
267,11706,0.01207859604852894,0.9870194707938093,4.522274786337465e-05,12018,0.9728533244236552,11322
268,11773,0.012243148564021488,0.9879797728591561,4.491360894876267e-05,12063,0.9728533244236552,11322
269,11786,0.012072659011098436,0.9867030062768417,4.4604690575303974e-05,12108,0.9728533244236552,11322
270,11857,0.01224693942659002,0.9878219369702954,4.429600493856696e-05,12153,0.9728533244236552,11322
271,11912,0.01211305407511831,0.9882767666830627,4.398756422493203e-05,12198,0.9725364813903918,11528
272,11881,0.013327484159763236,0.9852160418198154,4.367938061111043e-05,12243,0.9725364813903918,11528
273,11965,0.012285191169348812,0.9868174790463016,4.3371466263663525e-05,12289,0.9725364813903918,11528
274,12010,0.012149498690598835,0.9868655748337928,4.306383333852253e-05,12334,0.9725364813903918,11528
275,12051,0.01203909011273163,0.9867517570078359,4.275649398050858e-05,12379,0.9725364813903918,11528
276,12112,0.011985020232085917,0.9874436574372183,4.244946032285327e-05,12424,0.9708628461043143,11700
277,12217,0.011706304910979038,0.9898949394498356,4.214274448671968e-05,12469,0.9708628461043143,11700
278,12187,0.011850202595136012,0.9868957251298441,4.183635858072385e-05,12515,0.9708628461043143,11700
279,12242,0.011759494222204904,0.9873407643312102,4.153031470045671e-05,12560,0.9708628461043143,11700
280,12311,0.011661393514334512,0.988337961126537,4.122462492800664e-05,12605,0.9708628461043143,11700
281,12300,0.011853927871554707,0.9861660079051383,4.0919301331482436e-05,12650,0.9717786561264822,11936
282,12325,0.012813698563861576,0.985427333595904,4.061435596453687e-05,12695,0.9717786561264822,11936
283,12418,0.01182140746920368,0.9873626373626374,4.0309800865890874e-05,12740,0.9717786561264822,11936
284,12492,0.011836811191904675,0.9885030502111685,4.000564805885831e-05,12786,0.9717786561264822,11936
